reviewText,overall
"2016 Laramie Ram 2500 with Cummins 6.7 diesel engine. After 18 months and only 1200 miles, I have had it in the shop to replace 4 different sensors (fuel gauge, front sensor, main sensor board). Truck now has 3 recalls: water pump, can drop out of Park, and rims can crack. Dealer informs me that they do not have replacement parts at this time.

My experience has been poor. Nice truck to drive but Ram has major issues!",0
Not the best vehicle ive ever owned but own it i do none the less,0
Yo yo id be runin hot like coal brah,0
Which item?,0
"I really dislike this car, I will not be buying another one.",0
"Factory 4x4 vacuum system guaranteed to break.  Window regulators will fail, causing cables to snap in door.  Windows will fall into door.",0
"Don't make the same mistake as me - do NOT buy a PT Cruiser. In the 6 years I had it, I only put 6000 miles on it but had to spend thousands in maintenance. Door locks, multi function switch, engine mounts, ac compressor, sway bars, plenty of others I can't remember off the top of my head. At the time of trade-in, it would barely start, shuddered and screamed in reverse, and this was barely two months after $1200 in repairs. We never drove it long distance as we didn't trust it not to break down. Save yourself the headache and get any other car. A Little Tikes would be more reliable and less stressful.",0
"Purchased this truck 02/15/2016 and it has been nothing but trouble first the transmission started shifting very hard and then not at all barely made to the dealers, they had it 2 weeks and had to put in a whole new trans, when I got the truck back the nav and stereo stopped working and the steering started pulling to the right, took the truck back in to the dealer, it took them to more weeks, they had to replace both and wanted to charge me $1879 I said what about the warranty, they the steering column I have to pay for, I said why is that, they said it is not covered by the warranty, so the fight started and went on for 5 weeks after a talk with my lawyer they change their mind to cover it. The truck started getting a lot of squeaks and rattles from the dash and doors around 5 to 6 mouths of ownership
{4500 miles}, I said that's enough traded it for a Ford F-150 and took a big hit for the trade but I was not keeping that truck. Purchased the F150 12/28/2016 and have loved it so far better mileage better towing everything has been good on this truck. I've owned a lot of pickup's over the years but that is the worst I've ever had and will not be buying a GM again!",0
Defective,0
"This is the worst car that I have ever owned, money pit!!! Cam follower problems, Vac problems, the list goes on!!! STAY AWAY!!!!",0
Very poorly built vehicle. I have the fully loaded S model and it constantly has something wrong. It's nice to look at but built terribly. Worst purchase I've ever made.,0
Too many common problems for a high end vehicle,0
Sucks,0
NO REPLACEMENT FOR PETROL ENGINES,0
"Fun to drive until everything started falling apart at 65k. Electronics, oil consumption, leaks, check the Jeep message boards. I would not take another one of these vehicles if someone gave it to me.",0
"My son bought this against my recommendation. He has driven it less than 10000 miles and has so far spent $6000 on repairs. It seems that there is always something going wrong, much of it faulty electrics but includes everything from head gasket replacement on two different occasions, fuel pump, water pump, radiator, condenser, emission controls, dropped windows just to name a few. It currently needs a replacement a/c compressor, so he is trying to save up another $1300 for the repair, even though the car is only worth about $1000! From what I have read online, this model is notorious for breakdowns. I can't understand why anyone in their right mind would want one.",0
"Great car. Cheater diesel. 70k miles, 45mpg. Sold back to VW due to dumping 40X NO2 into the environment. Would buy another diesel, but never another VW.",0
i thought this was a hot wheels car,0
It was the wrong part and I sent it back it did not look like the one I had and it didn't solve the problem. My element is a 2004 so was probably for a different year. They also charged me shipping to send it back even though it was stated that it would work on my vehicle. I was not happy about that charge of a return shipping fee! !,0
Part did not fit factory wires had to buy a different one from a parts store,0
Lose one already and others are louse any chance of getting replacements otherwise don't email me again,0
I gave it one star as there is no option for zero stars. The car is my sisters. I would highly recommend that you spend a bit more and get a Civic or Tercel. You will save money in the long run. I am a lifelong Chevy owner but this car is a complete joke. Don't waste your money on one unless it is 20% below scrap price.,0
"Ha!!! Sober up and buy something else. I was given this car 6 years ago with 30,000 miles on it. All in all it's been a good GO TO WORK car. I have always struggled getting heat. The cooling system rusts terribly and clogs the heater core. If you are wanting a cheap used car, I would move on up to something from this century.",0
"Nothing but trouble.  Only has 110K miles but the air compressor is out, the cats are clogged, the engine has always had a slight clank and a weird smell which everyone tells me is normal on this car.  Repairs are way more than what this car is worth.",0
I have nothing but trouble with this thing. Issues with it shutting off while driving and stalling out and dealership said GMC wouldnt cover it. This has been happening since 20k miles and still doing it. Feels cheaply made but its hard getting a real truck these days.,0
Claimed it fit my car and it did not,0
"Worst purchase I ever made. Van is in and out of shop monthly with costly repairs. There has been so many recalls, lost count.",0
If you're looking for a suv I'd check into another one..we have had nothing but problems since the day we got this vehicle..,0
"It really is a piece of crap too many problems, it overheats, for some reason heater stops working, track control and ABS lights come on. I don't recommend anybody to buy this car brand new let alone used, you will by buying other people problems.
The crappies car from Chevrolet.",0
"Fantastic engine supplied by an Italian company called VM, but everything else was complete garbage. This vehicle ended up being a great engine in search of a decent car. The transmission went out totally at 65,000 miles!!!! Total garbage, never buy another FCA vehicle again. Maybe Chevy will do it better justice in the Colorado.",0
I bout it for a kiddie car and my 2 year old said it was 2 slow,0
"This truck has been a piece of junk ever since I bought it new. (Professional Grade is only marketing.) It seems better now that it doesn't have many original parts left on it, and the new tailgate and gas-cap cover and cab corners even make it look pretty decent. Too bad they all rot out and the plastic handles break so easily. Many things were covered by the extended warranty, since it started breaking down while it was still basically new,  but transmission and wheel bearings went shortly after it expired.  Make sure you have a spare truck because this one will likely be in the shop a lot. I've gotten to know my repair guy pretty well over the past several years, (thinking about direct deposit.) Too bad new Heavy Duty trucks are so expensive. And too bad Toyota and Nissan don't make a 3/4 ton. I'll probably eventually give a Ford-250 a try. Good luck.",0
"Car is junk. With exhaust upgrades is ok. But head gadgets are weak, timing belts are junk overall not a good car",0
"Engine is good, all other parts too bad. I fixed too many time and hard to fix. But my Honda and Toyota only changed battery.",0
"Worst decision I have ever made. It's been in for service about 20 times, it's had a ton of parts replaced: cam sensors, cam phasers, crank sensors, both front door panels, 3 speakers, rear trim panel, exterior trim panel. It always smells like coolant and has continuous transmission problems. Stay away!!!",0
If I had the choice to give NEGITIVE stars I would! The headlights were already USED and BROKE!!! And the return policy isn't the best either. This is the first time I've received  something like this for Amazon and I'm definitely NOT happy about it.,0
will never buy another one!! Car was great but motor was not! Never buy a car with a 2.7 engine in it!!,0
Everything they said will fit but that was not true and force me to just used even that's not my car size.,0
"Pos, under powered, gass over flows every fill up, burns a quart of oil every 1000 miles, and Chrysler issued statement that burning that much oil is totally normal... total bs...",0
Lights would not come on properly. Lights would only come on when truck wasn't running. If truck was on an light switch was turned on lights would not work!,0
biggest money pit I've ever owned.,0
"These Blazers are throw away cars. They are made to go about 100,000 miles. Then crushed and melted down where they will be turned into crowbars and anvils.  I have about 146,000 on mine. It had 102,000 when I purchased it in 2008. I didn't realize then that it was used up! So I kept fixing things as they broke. Things like New A/C compressor $600 dollars. New actuator and computer board that shifts it from 2 wd to 4 wd High and
4 wd Low. $1200 dollars. New intake manifold gasket $478 (because factory gasket is part plastic and rubber, so the plastic fails which causes the rubber to leak)  New fuel pump $750. New seal between Transmission and Transfer case. $450. (Transmission fluid will leak into and eventually fill your transfer case when this seal goes out) Directional vacuum valve mounted on your transfer case that when it leaks sucks transfer case oil into your heater and A/C actuators which will cause them to fail. Plastic frames on vanity mirrors on sun visors will
disintegrate over time and lights on mirrors will stay on running down your battery. These are not all the problems, but they are a good start. I have owned cars with higher miles and had much better results than this 2002 Blazer produced. I take care of my vehicles. I service them regularly. I don't rod nor race them. These Blazers are intended by the manufacturer  to be replaced after ex-amount of miles. I am sure the first guy who put the 102,000 thousand on it had great things to say about the Blazer. It was the Second Guy (or me) who got to fix everything that wore out on the first guy!! Spend your money somewhere else. This Rig ain't worth it!!",0
"This car hands down was the worst car ive ever owned.  Bought new, but had problems after problems.  Good thing I had the extended warranty. Eventually I cut my losses and traded it in for something else.  Will never buy another Nissan.",0
"This part did not fit even when on the website it said it did,also no hole for the pump.",0
"will never buy another nissan, cheaply made, drives rough,",0
"Chrysler must have hired engineers to sabotage this car!. Their is insufficient air flow to cool the engine. The holes in the front facia do not line up with the holes in the bumper. This engine (2.7 liter) needs an oil cooler and not one inside the radiator. The 2.7 engine pools excessive amounts of oil in the cylinder heads, probably an attempt to help cool the engine. With the engine mounted longitudinally, more oil pools. Check dipstick oil level with engine running. I always run 1/2 to 1 quart too much oil, 1 quart low will prove to be catastrophic. Catalytic converters are way to close to an already hot engine. Water pump inside an engine, ridiculous idea, coolant will get into the oil, weep holes are not going to stop it. Plastic coolant inlet and outlet housings that are glued together, come on! Monsterous timing chain, Hydraulic chain tensioner???? If check ball inside tensioner gets a little bit of dirt or sludge from this sludge motor it can loosen up the timing chain while the engine sits overnight, an possible timing chain jump with bent valves can happen. Install stop block!! Beautiful car, handles excellent, steering maybe a little aggressive, suspension a little to firm, excellent gas mileage, I can get 32 mpg on highway, very roomy, comfortable, extremely large trunk. The larger engines 3.2 or 3.5 are much better.  I have improved air flow with an air dam installed a larger trans cooler and added an oil cooler where the battery use to be, and moved battery to trunk. Replace timing chain and installed improved water pump. Drive the car easy!!! This engine can survive.",0
"This truck has proven to me that everything I ever thought about Chevy's is true.  Horrible gas mileage (15mpg tops) when my 09 F150 would get 19-20mpg,  Has left me stranded multiple times due to oiling issues that have never been resolved.  Handles like a old tank, the body roll on this thing is ridiculous.  Can't wait to get it paid off so I can get myself back into an F150.",0
"Poor battery life, back up camera went black. Lots of issues.",0
Broke down pretty easily not built to last timing cover goes first if you buy this thing second hand chances are the person thought it was bullet proof and never kept up with it....cheap to fix yes but not worth it,0
The gas cap leaks in the hot sun and  messed  up the paint job around it.,0
"This is by far the worst vehicle I have ever owned. It is the 6.0 liter engine and it stays broken. I have at one time or another changed many of the parts and it almost stays broken. I sometimes get a few hundred miles between repairs and sometimes only a few miles. It is broken down now when I got only a few hundred miles after changing all the glow plugs, injectors, harnessed and few other items. I made about 500 hundred miles and now its is down again. They are now talking about having to re-stud the engine. Where does it stop?",0
"We bought one of these in extremely good condition. It took us over $4000 to keep this piece of garbage running for all of 3 years. Now it has a misfire so bad that it's about to throw a rod. It's got a pathetically weak engine, eats gas like no one's business, and if you live in a mountainous region? This thing will sooner sprout wings than actually pull its own weight. Not to mention it guzzles even more gas. I have a lincoln now that's 6 years older, not to mention being an 8 cylinder and in poor condition, and yet it goes through half the gas off this thing.

And if you do DIY repair work, I wish you luck. We've have at least three separate mechanics cringe when we mentioned the car while looking for parts. They outright said at the local kia dealership that Sedonas were the worst to work on. I won't repeat the things my mechanic father has said about the experience...

Maybe these vans were nice when they first came out, but frankly, they just don't stand the test of time.",0
Always in the shop. Stay away!,0
It has had quality issues 16 times to shop for repairs so that 32 times round trip. 4 recalls 2 or 3 letters stating there could be some other issues & 3 issues currently. I've talked to Buick alot & there is no help from them but 100.00. Great vehicle but lots of problems.,0
was hoping gas mpg was better. i like the rav 4 very much,0
engine problems,0
"Had this car for 3 months. Already have over 3 dozen notifications from On-star, sirius and the dealer. Its absolutely crazy that they monitor every single aspect and track your driving and location at every moment. Last month got a record saying I had 3 quick starts with the vehicle. If you value your privacy please never buy a chevy vehicle with On star.( It cannot be shut off) BTW I already had a recall on this vehicle, now I must bring it back to the dealer. what more can I say?",0
"Arrived broken. One very important clip was broken off the new part. Thankfully I was able to pull the piece off my old handle. The piece was not in the bag, so it was damaged at the factory and shipped.",0
"Summary:
If you're going to buy a German car, buy the highest performance variant you can afford (Audi S/RS/R*, BMW M*, etc.).  At least then, you can justify the repairs and maintenance costs.

Full review:
First, the positives.  We had a 2010 A4 Avant with the sport package.  The car was gorgeous, inside and out.  We had a 2009 A4 sedan that we were fairly happy with, but the wagon fit our needs at the time.  Fuel economy:  Not too bad, 26 mpg around town, mid 30's on the highway.

Now, the negatives:
1.  Burned through oil.  Went from 1 qt. every 3000 miles down to 1 qt. every 600 miles.  At 80k miles, the local Audi deal replaced rings and pistons under a service advisory.  We had noticed the oil usage since the car had less than 10k miles on it.  The process to stay on top of the oil usage and finally get the repair done took a few years.  Also, the fuel economy dropped significantly once the rings and pistons were replaced.  Around town, the average dropped to 22 mpg, and 28 mpg on the highway.
2.  Constantly out of alignment.  I'd owned a few BMW M3's prior to this Audi, and they were driven much harder.  I never had alignment issues.  In the six years we owned the Audi, it had at least five alignments.  We paid for all of those out of pocket.
3.  Ate through tires.  It didn't matter what types of tires we put on the car, they wouldn't last more than 20k miles.  Again, coming from a few BMW M3's with fairly high performance tires, and driven hard, rear tires would last 15k to 20k miles.  For an easily driven wagon, it was unacceptable that it chewed through tires.  We stayed on top of alignments and kept the tires inflated.  They still wore unevenly.
4.  Injector stuck open, flooded one cylinder, had to get the car towed.  Again, another extended service item where we paid for the tow, but Audi covered the repair.  We didn't get reimbursed for the tow.  It's disappointing that Audi knew about the flooding injectors, but decided to be reactive instead of proactive.  This happened less than a week after the rings and pistons had been replaced.
5.  After a major service (at a trusted independent shop), noticed a hesitation at ~3k RPMs on the highway.  This was the last straw.  The car didn't have more than 85k lightly driven miles, we'd just dumped thousands of dollars into maintenance, repairs, etc. and we were still anticipating issues with the diverter valve and wastegate (requiring a turbo replacement).
6.  Residual value was abysmal.  We're used to German/luxury cars depreciating, but all the VW/Audi issues seemed to have an additional detrimental effect on the value of the car.  The Audi sales person even had the gall to tell us that these luxury cars are basically being built as disposable items, so keeping one past three years was a fool's proposition.

We traded the Audi in a few days later for a new Honda Pilot.  We talked ourselves out of a new Audi Q5 because of the existing issues with the wagon, and the typical German a-la-carte options list which didn't seem to include a back-up camera till the price was well over $50k.

In no way am I anti German/luxury car.  I can still justify purchasing a high performance German car (Audi S/RS/R series, BMW M, etc.), because you do get something substantially unique from the rest of the line-up.  Our biggest mistake was purchasing what we thought was a utility German vehicle (with some expectation of reliability), but it comes with a majority the maintenance and repairs costs as a higher performance German vehicle.  With that said, I do wish Audi would have imported the S4 or RS4 Avant.  If they had, we would have purchased one of those, we would still own it, and we would happily pay the cost to keep it up without a complaint.",0
"The model years 2004-2008 Tritons are a joke and Ford should be ashamed.
- Terrible spark plug design
- Heat/AC actuator issues
- Intake manifold actuator issues
- Cam phaser issues (most serious)

I am on my 3rd motor because of the Cam phasers and have had all of the other issues listed.  When it makes sense for me financially, I'm going to get rid of this truck.  Ford should be ashamed and should have done more for owners struggling with these issues.  Steer clear of this truck!",0
This vehicle wiggled and wobbles to the left and or right when driving. I'm afraid of it.,0
"Blower motors, front and rear o2 sensors, breaking rear springs, frame rust, paint peel front bumper, a/c problems, abs braking system faults, engine coils, clutch petal, clutch. This truck continuously has something breaking down before I can get last item fixed. I consider this the worst truck I have ever purchased. Replacement parts cost are outrageous.",0
"This car has had so many issues ... the repairs have been costly and frequent. It seems this car spends a good amount of time in the shop. Just spent $2500 on plastic crap replacement of parts that Volkswagen knows they will warp. The mechanic at Volkswagen expressed his discust with the plastic crap engine cover that warps... can not with stand the heat. Basically a 80,0000 miles I have almost a brand new engine as almost everything has been replaced. The moon roof leaked, water pump, turbo issues the list goes on and on. Getting a Tesla soon . I will never buy Volkswagen again . I cannot rely on the car.",0
"Engine started shaking after 6 months of our purchase.  We took it to the dealer that said there is nothing we could find, you should live with it and see how ford escape engine shakes!.  After about 3 years, AC stopped working.  At 20K miles, we had to change its original tires since it failed inspection.  It rolls back on a small slope at stop lights (very dangerous if the person behind you is very close). Very cheap material, very expensive for how it is made.  It gets very poor milage which defeats the purpose of getting a small car to save money on gas.  We put less than 50K miles on it so far, have all the scheduled maintenance done on time, but noise comes from everywhere in the car (road noise is terrible on this car; no insulation).  it is one of the the worst made cars in the market.  We just bought it to give our money to an American manufacturer in late 2009, during the Great Recession.  It was our $20K gamble, which was worse than Las Vegas casinos, I guess.  Resale value is very bad; we tried to get another car when we realize it was a badly made car after 9 months (4K miles), dealer offered $11K trade in; 50% depreciation in less than a year.  We regretted it buying very much. We will never ever buy a ford car again.",0
"Worst car I've ever had the displeasure of working on. You can't get to anything, the cooling system will need replaced multiple times throughout the car's useful life, every little piece of plastic breaks, the transmission cooling lines leak until you create your own solution.... oh, and try driving when it's sunny! The angle of the windshield = glare no matter what.",0
I will never own another beetle in my life,0
"Did not fit, even after cutting it",0
"I loved it at first but over the past couple of years more and more things keep breaking on it.  Two of my doors will not open from the outside and it took an act of congress to get them to fix it as a recall item.  All the warning lights are on on the dash.  No explanation.  Tires wear out quickly (on the inside) because of how the suspension is set up.  The shock mounts in the front are worn out at 140,000 miles.  Paint bubbled up around my windshield and is now flaking off.  Sometimes when you crank the car it surges forward like it's in drive.  No explanation from Kia as to why.  On a positive note, very comfortable to drive.  Handles great, rides great.  Seats are comfortable.  The microfiber seat covers are not easily cleaned.  I've tried a dozen different products and none will bring stains out of them.  Many positives but an overwhelming number of negatives.  I won't personally buy another Kia.",0
The product I ordered didn't come with the CLIPS to install it with,0
While installing this the bolt broke in half.,0
"G6 coupe v6 motor, almost killed me twice",0
Do not buy a Volvo I regret  buying this car I cant wait to get it out of my life,0
Amazing power!,0
"I had to get rid of the vehicle after 6 months on three occasions it shifted into neutral when I was driving, the service center put in a lot of what they call ""flashes"" but it continued and the last time I was nearly rear ended since my car went from 50 mph to 20mph in a second",0
This first.and the last  time I'll buy from this company. I've have bought other remotes. They have always came with directions easy to follow. To get it programed not these.,0
If you want rims to put on your wall than buy these cause they won't fit on your car...,0
Back seat cover doesn't fit properly.,0
"This is a car to avoid if you have any other options at all.  Its light weight, narrow track, and high profile make it an adventure in any crosswind, and downright unstable in a crosswind in the rain.  The timing belt, water pump, and idler pulleys have to be changed every 60,000 miles, and castastrophic engine failure will occur if you go very far over that number.  The plastic nozzle on the water intake failed at 40,000 miles, resulting in total water loss, and the cheap plastic part was not covered by warranty even though Chevy clearly knew it was defective, having replaced it with a mental part.  The cheap radiator connector fractured a 100,000 miles, again resulting in total loss of coolant.  The front end is almost impossible to keep in alignment, falling out of alignment if you bump into anything at all with it.  Overall, it's cheap, basic transportation with the emphasis on cheap.",0
"I have a 2017 Ford Fusion Sport (AWD with the 2.7L twin-turbo EcoBoost). On paper, this is really a great car with the latest in technology: continuous computer controlled electronic dampers, AWD, LED headlights, LED foglights, SYNC3 with Android Auto and Apple Car Play, heated/cooled seats, etc... A very updated and European interior/exterior design. But the interior is designed for short people. I'm 6'3"" and my heat is almost jammed against the roof. What they didn't mention was the extremely low-profile tires that pop like balloons. It comes with 235/40R19 Goodyear Eagle F1 Asymmetric All-Seasons. I've gone through 2 tires within 3 days due to the potholes in Southeast Michigan. These tires cannot handle any impact whatsoever. I've had 255/45R19's on my 2014 Taurus SHO go through similar potholes without incident. Both times with the Fusion Sport, the sidewall ruptured and I lost all pressure. Ford claims the car is designed for all 50 states, yada yada yada, but this to me is a critical safety factor. I now have to change my driving routines to avoid all pothole ridden roads in Southeast Michigan, which is NOT easy especially when the weather warms up to thaw the roads/ice. If you live in Florida or California, you probably won't even care about my review.

But for someone like me that has driven for 20+ years in all weather conditions, the Fusion Sport has been by far the worst car choice I've ever made and I regret every moment I decided to lease it. I have absolutely zero confidence driving it on a normal road as every single bump will make me wonder if the tire(s) have popped, followed by the dreadful dashboard sound indicating one of my tires is low on air. This is totally unacceptable for a normal street car. Had they sold the Fusion Sport as a Fusion RS / SVT, that might make sense, but to get a meager 0.85g lateral acceleration out of latex balloon tires in 235/40R19 is ridiculous.

I cannot go to anything thicker than 235/50 and I have to go down to 18 inch wheels. My Mustang GT had thicker tires than these, and the new 2017-2018 Mustang GTs come with 235/50R18 tires standard and look beefier than the stock Fusion Sport tires. There's not enough clearance between the tread and strut spring perch to go thicker, and I can't go to a smaller wheel because of the large front brakes. The police Fusion Hybrid has 235/50R17 tires at least.

The car itself is also fairly poorly made. I have lots of issues with the driver/passenger door modules, with the one-touch windows occasionally not working. Every Fusion sitting in the dealer lot for more than a few weeks will have a dead battery because they have yet to resolve the parasitic drain. I can tell you that there's a 18A draw when you push the ignition button to the ON mode, whereas older Fords (even my 2014 SHO) had something like 5A-7A in the same mode. There are far too many electronics in the new Fusion, and the car itself isn't all that great.

The 2.7 EcoBoost sounds great on paper, but it has severe torque limiting in 1st gear so it just bogs off the line even when powerbrake launched at 2000 RPM. I got walked and gapped badly by an EcoBoost Mustang, and the Fusion Sport has trouble passing a Silverado when the Silverado driver simply doesn't want me to change lanes. In terms of handling, there's a lot of understeer, so I don't get why Ford even bothered with these horrible tires. The SHO even in stock form would have smoked the Fusion Sport off the line.

The LED headlights don't generate any heat at the lens, so if there's ice and/or snow buildup on the lens, it will never melt off. The high beams are also LED, so there's nothing you can do short of stopping to scrape the stuff off every few miles. With halogens and HIDs, there's always some heat at the lens to melt the ice/slush off. You can thank FMVSS for this, because UNECE requires headlight washers or wipers for headlights that have LEDs, HIDs, or projectors. Basically, almost the entire world uses UNECE regulations for their vehicles except for US/Canada/Mexico who use FMVSS. So in the winter while it is snowing, the headlights will have ice buildup so potholes aren't easily spotted, and the thin profile tires will pop like balloons. Yet, the Fusion Sport isn't anywhere near as fast as something I'd consider a ""performance sedan"", so it shouldn't even need these performance tires. Even the SHO has thicker 255/45R19 or 245/45R20 tires. I don't see the Explorer Sport running rubber bands either. It's not surprising Ford axed the re-style for the Fusion just recently.

One other thing I should mention is the severe lack of headroom. I'm 6'3"" and if I lower the seat enough for proper headroom, I have to peek over the dashboard to guess at the location of the right corner of the car. With a racing helmet, I have to sit in this position and have the helmet constantly rub on the headliner of the car. Without a racing helmet, I can raise the seat to get decent forward vision but I'm about 1 mm from the headliner. It uses storage space/ergonomics better than the older D3 based Taurus but either Europeans or noticeably shorter (the Fusion is a re-badged Mondeo) or they marketed this car for women and short people exclusively. If you're around my height, I highly recommend going up to a larger vehicle or a SUV.

Overall: 1 out of 5 stars, the Fusion Sport is a shiny and expensive heaping piece of trash of a car. I wish I had kept my 2014 SHO, or went with a new 2017 SHO as the newer SHO's are updated with SYNC3 so I get the latest electronics but with a far superior car. The SHO is heavier and ""older"", but it handled much better, and the 3.5L EcoBoost is a beast of an engine when stock and just a tune can make it run 12.1-12.4 in the 1/4 mile. The SHO also had tires that could handle potholes and rocks, whereas the Fusion Sport will have a blowout just running over a kid's marble collection.",0
"Second Expedition I have owned.
The first was solid(2001) this 2008 was horrible.
100,000 miles.
I've had 2 new transmissions.
3 exhaust gaskets
Differential gasket
Front end rebuild
2 alternators
Window motors replaced
Window slides replaced
Rust started on the hood and tailgate at 80k
Let's not forget the $600 spark plug change
I loved the expedition back in the day, but these now, are not worth the investment.
I've always been a Ford guy, but my purchase next year may be another maker.",0
"Good truck could be better on gas 18mpg
Soild ride 220k no problems good motor",0
Came in before estimated delivery date. Dash cover did have a crack in it.  I was not happy with the quality.,0
"I was happy with the overall performance and maintenance.
Then I learned via the news that  VW cars spewing much more emissions into the environment than consumers were led to believe by VW because VW wanted to save a few dollars.

Buying VW is partly buying into a feeling that they are company you can trust to be good.
Since  learning that VW lied about their toxicity to the environment and denied consumers the information to make a choice consistent with their values.  My car is a 2001 and was manufactured prior to the current scandal.  But you have to wonder what did they lie about and cover up back then when there was even less scrutiny?

For that fraud and complete, willful, sustained lack of integrity  and for being a company that seems to hate the environment, and lies to consumers, I give you a one star.

You deserve less.",0
"Car is OK. Console has an unstoppable, unfixable rattle. At 38K miles, the car feels old and worn out even though it's religiously taken in / still under warranty.

The entertainment system is awful.  How can something have bluetooth calling, but not bluetooth audio? Even a USB cable won't make my iPhone work. The stupid cable I bought from BMW is terrible. BMW simply doesn't care enough to make these type of things work for drivers.",0
Would not recommend this product to know one,0
"Underpowered. Underwhelming. Noisy motor. Constant exhaust leak syndrome, this is the 4th ford truck I've owned spanning 30 years that had a non working parking brake.",0
"This is  piece a junk ,because that 6.0l international diesel  engine",0
Nope,0
"Worst car ever. If u want a Passat of this generation buy a 2013.
I've owned a 2013, 2015 and now a 2017.
The 1.8t engine change they made from MY2014 is horrible. Problems after problems.
$30,000 worth of warranty work done by VW to the 2015. And this is the fully loaded sel not a base model. And here I am with the collateral exchange they agreeed to a 2017 so they won't get sued. The 2017 has the same ridiculous problems. Just unexplainable problems like steering wheel rack, both axles, all electronics, windows, heated seats, water leaks. U can name every problem in the book. The 2013 was bulletproof with the 2.5 5 cylinder engine. They got rid of it because they cudnt get any more better gas mileage out of it. The 2012 was the first year with less options. If u want this car don't go for the sporty 2017 lights. Go for a loaded up 2.5 5 cylinder 2013 Passat SE or SEL. Feel free to email: irepairdfw@gmail.com anytime",0
"garbage, breaks all the time",0
The hole in the receiver is the wrong way to put the hitch on. It's vertical instead of horizontal,0
"Crap, absolute crap,  a car that was built to do around the  120,000 mile mark and  and then need a new engine, anyone buying a used one with over a 100,000 miles on the clock will be buying a $2,500 engine in the very near future.",0
"In 8 yes it turned into a bucket of rust. Strong motor  and tranny. Rusted rocker panels, cab corners, bed, side panels, bumper, 5 brake lines, e brake, rotors, floor board.",0
It was damaged and fitment was not hood,0
If I could give it a lower rating I would. There is nothing good about this car.,0
Did not fit my vehicle.,0
This product is nothing like what it is described in the description it is completely wrong to not buy,0
"trans does not shift smooth, had it in several times and still having problems.",0
